auc,acc,f1,precision,recall,specificity,loss,threshold,model_family,fourier_mode,regime,seed,run_name
0.3829326952099383,0.4487708595011663,0.5662242304433776,0.5001871024073843,0.6523507401984708,0.1984396879375875,8.95771006562493,0.5,resnet,magnitude,finetune,42,
0.450561903498318,0.4820563430827203,0.5816969784798203,0.5244316697151816,0.6530014641288433,0.2718543708741748,5.151454305106944,0.5,resnet,magnitude,finetune,123,
0.480647536697839,0.4966804234703032,0.5816554809843401,0.53696819496076,0.634455832113226,0.3272654530906181,4.127812195907939,0.5,resnet,magnitude,finetune,2024,
0.5119809385661092,0.5192894311860757,0.6104972375690608,0.5518464975686687,0.6830974459085732,0.3178635727145429,3.788777665658431,0.5,resnet,magnitude,finetune,2025,
0.5157572591466398,0.5194688677552485,0.5688294960553856,0.5630278884462151,0.5747519115015455,0.4514902980596119,3.029120301658457,0.5,resnet,phase,finetune,7,
0.5159623920879832,0.5178539386326934,0.572949777495232,0.5600434985241572,0.5864649422482512,0.4334866973394679,1.1900975277478043,0.5,resnet,phase,finetune,42,
0.4998499618583225,0.511483940427059,0.5662391460208716,0.5547923821417421,0.5781682121360013,0.4294858971794358,1.8459375961260365,0.5,resnet,phase,finetune,123,
0.487281692551297,0.5015252108379687,0.5468189233278956,0.5483396041223622,0.5453066536521881,0.4476895379075815,1.275622537190264,0.5,resnet,phase,finetune,2024,
0.5070564788083693,0.515969854656379,0.5681581685744017,0.5592499212102111,0.5773548072230357,0.4404880976195239,2.062522907148708,0.5,resnet,phase,finetune,2025,
0.4667944488523539,0.4799928225372331,0.5511152416356877,0.5259423503325943,0.5788189360663738,0.3584716943388678,2.5696135705167595,0.5,resnet,complex,finetune,7,
0.43131474838973,0.5145343621029966,0.6530298172491183,0.5389500423370025,0.8283715633642427,0.128625725145029,3.4291749704967844,0.5,resnet,complex,finetune,42,
0.4590981479198067,0.5078952090436031,0.6359110521075341,0.5371159452792106,0.779241906621116,0.1742348469693938,2.1129091544584795,0.5,resnet,complex,finetune,123,
0.4652102374273456,0.4784676116992643,0.5349227938235058,0.5262909319899244,0.5438425248088499,0.3980796159231846,3.895802462642843,0.5,resnet,complex,finetune,2024,
0.5590075880801669,0.5678270231473175,0.6298317067547837,0.5968540635013108,0.6666666666666666,0.4462892578515703,1.569906840270216,0.5,resnet,complex,finetune,2025,
0.7662131580374966,0.7078772653866858,0.7334206648108728,0.73825613977254,0.728648121034651,0.6823364672934586,3.727989199486646,0.5,resnet,concat,finetune,7,
0.7771311542282429,0.7008792391889467,0.7136230888163546,0.7559599636032757,0.6757768016918823,0.7317463492698539,1.669078305363655,0.5,resnet,concat,finetune,42,
