model_family,fourier_mode,regime,seed,test_auc,test_acc,test_f1,test_precision,test_recall,test_specificity,test_d_auc,test_d_acc,test_d_f1,test_d_precision,test_d_recall,test_d_specificity,delta_auc,delta_acc
mobilenet,concat,finetune,2025,0.8079533694246998,0.7189016581751829,0.7139717355196269,0.8572100018800527,0.6117494848818822,0.8629803355583618,0.6258645401541569,0.5965198656751691,0.605354262982475,0.689366391184573,0.5395946140207964,0.67306254993428,-0.18208882927054282,-0.1223817925000138
mobilenet,frequency_3,finetune,42,0.706941082017968,0.6480458595085382,0.6563266445196988,0.7458224574927427,0.5860079543820979,0.7314631066209634,0.5365993565506922,0.5161997724612112,0.4889518479384137,0.6201675969426076,0.4035650965546983,0.6676503182907657,-0.17034172546727577,-0.13184608704732703
mobilenet,frequency_3,finetune,123,0.7087812943743417,0.6481942543707783,0.6520363565200374,0.7533255454648227,0.5747568163304423,0.7469395118682508,0.5441060217091016,0.5173484586170698,0.4762540928365668,0.6304993209740075,0.3826441132780679,0.6984742661271617,-0.16467527266524007,-0.13084579575370847
mobilenet,frequency_3,finetune,2024,0.7240890314371523,0.6581586945649007,0.6630879317909745,0.7625585567626831,0.5865733863625473,0.7544135460426278,0.5586151088445368,0.5364144503619186,0.5297174334842436,0.6332937835784085,0.4552589965978245,0.6455374861472643,-0.1654739225926155,-0.12174424420298213
mobilenet,frequency_3,finetune,7,0.7154545944906043,0.6500464420957751,0.6479606787232749,0.7657466938476818,0.5615793761081029,0.7690007989484807,0.5483496783698829,0.5183322615926615,0.4694072773506084,0.6373366214549938,0.371517561933969,0.715741862323136,-0.16710491612072143,-0.13171418050311356
mobilenet,frequency_3,finetune,2025,0.708468487542482,0.6504311695163977,0.6616015706054174,0.7436489331164482,0.5958598878719632,0.7238086647251359,0.5380940584133509,0.5257739891287023,0.5378220579570411,0.6096666464266197,0.4811251138051655,0.5858096440813381,-0.17037442912913114,-0.12465718038769535
mobilenet,concat_frequency,finetune,42,0.709031886334592,0.6406700852446042,0.6339546159488044,0.7623478401378865,0.5425751114092673,0.7725702945800366,0.607340785283,0.5712487702462805,0.5912882201311901,0.6521849681587555,0.5407925631319181,0.6122007164763795,-0.10169110105159207,-0.06942131499832371
mobilenet,concat_frequency,finetune,123,0.7101784787149485,0.6412581685875557,0.6381096005854827,0.7569949617858693,0.5514974363889023,0.7619520115460942,0.604315567569048,0.5671047063155754,0.5835897435897436,0.6508224750899122,0.5289472423211462,0.618411896600603,-0.10586291114590052,-0.07415346227198027
mobilenet,concat_frequency,finetune,2024,0.7079537465219509,0.6435555408992729,0.6466607825831127,0.7493087208494842,0.5687479035890556,0.7441431921857684,0.602354785544855,0.569127273326848,0.5940218742232165,0.6461767257404882,0.5496573865542191,0.595306821989124,-0.10559896097709587,-0.07442826757242493
mobilenet,concat_frequency,finetune,7,0.7092473492190472,0.6336735422952838,0.613978594264004,0.7758603024048947,0.50798792467296,0.8026726115306306,0.6028904534560051,0.562411031783981,0.5665726697660239,0.6558116674438241,0.498711006756433,0.648063194247571,-0.10635689576304208,-0.07126251051130283
mobilenet,concat_frequency,finetune,2025,0.7057059358783834,0.637608754197651,0.6328280747084832,0.7552669706113009,0.544549331544396,0.7627380737609856,0.5991033661034406,0.5671596673756644,0.5887476631609729,0.6468165180774041,0.5402462983372467,0.6033478518594881,-0.10660256977494276,-0.07044908682198658
vit,none,finetune,42,0.8211891546252594,0.735747223092439,0.7433625484397852,0.8389416994975964,0.6673343236379319,0.8277363985464292,0.6912831402891594,0.6325798171995142,0.6436760778837287,0.7251405101599654,0.5786669222291437,0.705072034225922,-0.12990601433610005,-0.10316740589292483
vit,none,finetune,123,0.8193912176679444,0.7397538843729218,0.7576156228404699,0.8131194374244588,0.7092050409698596,0.780830390969305,0.70606180564792,0.646572903098155,0.6747492526895589,0.7144295445782101,0.6392448128803488,0.6564263807633823,-0.11332941202002444,-0.09318098127476682
vit,none,finetune,2024,0.7984884227420459,0.7155325451917317,0.7241221243843677,0.8157733555910505,0.6509847141693421,0.8023246823535476,0.6835200863577034,0.622802244609694,0.6354509720599172,0.7128046237263898,0.5732426086539844,0.6894409937888198,-0.11496833638434245,-0.09273030058203768
vit,none,finetune,7,0.819603272042777,0.7395835050866462,0.7550178377539941,0.8197833043282996,0.6997364511955532,0.7931625473570268,0.6882140508574754,0.6392081210462387,0.6699514819377058,0.7046536224219989,0.6385068762278978,0.6401510270353857,-0.1313892211853016,-0.10037538404040747
vit,none,finetune,2025,0.8128914382312437,0.7229852649397902,0.7301328935673517,0.8272406304218585,0.6534285303560304,0.816512461019046,0.6932531186822587,0.6240718450977483,0.6341810402460222,0.7175117995885272,0.5681920552014951,0.6992087832787814,-0.11963831954898496,-0.09891341984204194
vit,magnitude,finetune,42,0.7396605424389401,0.6402908539299906,0.7392509960159362,0.6326139579284716,0.8891274138674589,0.3057008839978351,0.54524858840495,0.5562498969480123,0.6697075439665858,0.5842457638006595,0.784455412334084,0.249400788639468,-0.19441195403399003,-0.08404095698197833
vit,magnitude,finetune,123,0.7207601874526661,0.6358884730168676,0.7363570157949404,0.6296329063958949,0.8866452633092147,0.298716527924538,0.5369858525201685,0.5509791312854843,0.6561068830818966,0.5849965846738175,0.7468973118021947,0.2875441354604263,-0.18377433493249762,-0.08490934173138331
vit,magnitude,finetune,2024,0.7226826585696813,0.63289859134803,0.7338574394243068,0.6280571810505927,0.8825243183669558,0.2972474936212984,0.5326092047674246,0.5461700385277031,0.6540648107417415,0.5810271678451805,0.7481048445062054,0.2746449833767171,-0.1900734538022567,-0.08672855282032688
vit,magnitude,finetune,7,0.7156953958157055,0.6423793742133699,0.7356957747394247,0.6384543256181217,0.8678805884326034,0.3391665163268988,0.5378169749235292,0.5517266017026936,0.6514801900659761,0.5878438297642641,0.7305668695193828,0.3112548645653462,-0.17787842089217631,-0.09065277251067627
vit,magnitude,finetune,2025,0.7213915171623232,0.6258086145965583,0.7340206507768459,0.6195771173809241,0.9003210503617807,0.2566944150923945,0.5209222084876437,0.5431746607528566,0.6537500208288204,0.5782089354270598,0.7519957832191289,0.2623901445839025,-0.2004693086746795,-0.08263395384370176
vit,phase,finetune,42,0.6066743706476273,0.5752994003748344,0.7276559300469103,0.5754565522777443,0.989314293928794,0.018607767841035,0.4971192015797395,0.573166911243384,0.7273397536048197,0.5739242694562339,0.9926973022186018,0.0090590448699775,-0.10955516906788781,-0.0021324891314503658
vit,phase,finetune,123,0.6041258673982389,0.5735406464519888,0.7288787636315354,0.5735559368263605,0.9995687383199962,0.0006958583541661,0.4987462371612912,0.5734527087558465,0.7288834858186874,0.5734860811821101,0.9997987445493316,0.0001804077214504,-0.10537963023694774,-8.793769614223734e-05
vit,phase,finetune,2024,0.5954319225048069,0.5738814050245401,0.7284539974852636,0.5740015013357472,0.9966265753030812,0.005450890440968,0.4910944212380856,0.5731943917734286,0.7282189479578624,0.5735700305978995,0.997048253390196,0.0032731115177443,-0.10433750126672131,-0.0006870132511115346
vit,phase,finetune,7,0.6060873087097008,0.5734911814979088,0.7289391875371127,0.5734919893374372,0.9999904164071112,1.2886265817891292e-05,0.4978779562604459,0.5734966776039176,0.7289436272883185,0.573494333483561,1.0,1.2886265817891292e-05,-0.10820935244925495,5.496106008862078e-06
vit,phase,finetune,2025,0.5976451152255261,0.5735516386640066,0.7289501538805496,0.5735339387409574,0.9999041640711104,0.0002706115821757,0.4928991102553682,0.5734856853918998,0.728929066692748,0.5734920687267091,0.9999520820355552,5.154506327156517e-05,-0.1047460049701579,-6.595327210678903e-05
vit,complex,finetune,42,0.5623235006874797,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.5489903373309226,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,-0.013333163356557098,0.0
vit,complex,finetune,123,0.5841372789032103,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.5590463592863385,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,-0.02509091961687182,0.0
vit,complex,finetune,2024,0.5711321979354783,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.5608723174654149,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,-0.010259880470063432,0.0
vit,complex,finetune,7,0.5635862366130151,0.5734966776039176,0.7289436272883185,0.573494333483561,1.0,1.2886265817891292e-05,0.5485501960511134,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,-0.015036040561901665,-5.496106008862078e-06
vit,complex,finetune,2025,0.5692282236640155,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.5530656523325692,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,-0.016162571331446274,0.0
vit,concat,finetune,42,0.8267900364704232,0.7572699742232628,0.7703547323647785,0.8420579977037366,0.7099046432507548,0.8209582227262184,0.7163075133867765,0.6622642857535436,0.6962251838962271,0.7189794063894306,0.6748670276486655,0.6453184196283601,-0.1104825230836467,-0.09500568846971924
vit,concat,finetune,123,0.8271235708691868,0.7502294624258713,0.7644567915951839,0.8324227921256998,0.7067516411902822,0.8086904976675859,0.7154642804005303,0.6572463409674246,0.6900339475031437,0.7167416983314059,0.6652451003881356,0.6464910698177883,-0.11165929046865641,-0.09298312145844667
vit,concat,finetune,2024,0.8317516506069075,0.7632497375609381,0.784054222061802,0.8220243664000169,0.7494369639177728,0.7818226334372825,0.7165547163498867,0.668035197062881,0.7108470649062167,0.7101806946556853,0.7115146868561023,0.6095719182495296,-0.11519693425702082,-0.09521454049805711
vit,concat,finetune,7,0.8232635296785089,0.7593969672487043,0.7786256453823243,0.8242190009207118,0.7378120657434473,0.7884204015360429,0.7093372034605427,0.6583675465932387,0.6933070186258788,0.7145123563510627,0.6733240691935407,0.6382567459601557,-0.11392632621796617,-0.10102942065546561
vit,concat,finetune,2025,0.8233808867025121,0.754340549720523,0.773181908140119,0.8216704775874715,0.730097273467823,0.7869384809669854,0.7037436881333043,0.6544213424788538,0.6951196450650956,0.7034939640789086,0.6869423546887728,0.6106930233756862,-0.11963719856920774,-0.09991920724166925
vit,frequency_3,finetune,42,0.7258789902590093,0.6355696988683518,0.7407523253586272,0.625602620491078,0.9078537543725144,0.2694518182521069,0.5292175239818199,0.5553375433505362,0.6709961815143,0.5827894097369388,0.7906655805261392,0.2389113682637045,-0.1966614662771894,-0.0802321555178156
vit,frequency_3,finetune,123,0.7325022732134878,0.6332118693905368,0.7423658670290386,0.6215632656491412,0.9214528726819684,0.2456379990206438,0.5343198240442367,0.5649942016081606,0.7024824454568692,0.5779209935491053,0.8954909195457377,0.1206025617896446,-0.1981824491692511,-0.06821766778237615
vit,frequency_3,finetune,2024,0.7144439124178068,0.6208456308705282,0.7340062926061878,0.6140561394001561,0.9121951219512195,0.2290920337104713,0.5196773111701137,0.5451202822800046,0.6502890173410405,0.5815491350448537,0.7374574728065552,0.286500347929177,-0.19476660124769307,-0.0757253485905236
vit,frequency_3,finetune,7,0.7281571817762714,0.6419231974146318,0.7414016885039633,0.6327764001246663,0.8950500742728449,0.301564392670292,0.5352375411165213,0.5621087459534919,0.6948972753556589,0.5786784871484151,0.8695289664095069,0.1487461663359191,-0.1929196406597501,-0.07981445146113986
vit,frequency_3,finetune,2025,0.7191327862590587,0.6236596371470813,0.7365655104490474,0.615279304294171,0.9174085964828214,0.2286796732042988,0.5221075201788493,0.5531116204169346,0.673448569454931,0.5796226780319528,0.8035171785902535,0.2164119481456663,-0.19702526608020943,-0.07054801673014666
vit,concat_frequency,finetune,42,0.7950646426875603,0.7173407640686573,0.7700294679228915,0.7217993427670847,0.8251665149264459,0.5723563825674596,0.6740430302036349,0.6476501398758979,0.73583451799658,0.6454243169003904,0.8556998418707173,0.3679028891007964,-0.1210216124839254,-0.0696906241927594
vit,concat_frequency,finetune,123,0.7955626415040146,0.712031525664067,0.7666573142544123,0.7161053612433026,0.8248885907326656,0.5602819514960955,0.6762558531751581,0.6402743656119639,0.7342663304953655,0.6369912227560264,0.8666059705783699,0.3359449498724259,-0.11930678832885644,-0.07175716005210309
vit,concat_frequency,finetune,2024,0.7901166779649088,0.7244911979862267,0.7732400864915725,0.7322583685324332,0.8190809334419474,0.5973041931908971,0.6677839562585762,0.6442590424684111,0.7339925367000378,0.6425359226933566,0.855805261392496,0.3598103141671606,-0.12233272170633258,-0.0802321555178156
vit,concat_frequency,finetune,7,0.7972643606805648,0.7173187796446218,0.7667892429140802,0.7276803387321641,0.810340696727203,0.5922398907244658,0.6856811310423889,0.6477435736780491,0.7323567240716923,0.6489494756629145,0.8403660932483588,0.3887399809283265,-0.11158322963817591,-0.06957520596657263
vit,concat_frequency,finetune,2025,0.7794481215134768,0.7118721385898091,0.7580132939438701,0.7311812636359588,0.7868896449278835,0.6110022937553156,0.6743049842948659,0.6416593843262048,0.7263179545731209,0.6461937199366616,0.8291245387895922,0.3895904744723074,-0.1051431372186109,-0.0702127542636043
clip,none,finetune,42,0.9172284706426468,0.8334789801425689,0.8420663052543786,0.9231498942796732,0.7740763812353251,0.913352748640499,0.7370480631928891,0.6840783305028387,0.722148909738637,0.7285335309952015,0.7158752216205856,0.6413236772248138,-0.18018040744975772,-0.1494006496397302
clip,none,finetune,123,0.9209947780656956,0.8310936701347096,0.8365979710329867,0.9395803227000752,0.7539604197613685,0.934808381227288,0.7437955708860219,0.676741028980967,0.7070916334661355,0.7360116116323674,0.6803584263740476,0.6718770134790341,-0.17719920717967375,-0.1543526411537426
clip,none,finetune,2024,0.9136920662056708,0.8301703243252155,0.8382402211240473,0.9236608636463272,0.7672816138770425,0.9147315790830132,0.744733861030807,0.6772356785217674,0.7078453808268246,0.7359644131795375,0.6817959653073937,0.6711038375299606,-0.16895820517486382,-0.15293464580344818
clip,none,finetune,7,0.924122685221065,0.8400688112472313,0.8471442304156664,0.9373546917139404,0.7727730126024247,0.930555913507384,0.7558876327204025,0.685446860899053,0.724824986537426,0.7272937793687705,0.72237289759931,0.6357954691889385,-0.1682350525006625,-0.15462195034817827
clip,none,finetune,2025,0.9212913712594636,0.8473676400270408,0.8597714614650501,0.908630037568306,0.815899180602808,0.8896806783330327,0.7628737024342622,0.6837210836122607,0.7398792196286185,0.7001959224181447,0.7843308256265273,0.5484394732094534,-0.15841766882520136,-0.1636465564147801
clip,magnitude,finetune,42,0.7311120922486849,0.6751141816023347,0.7324788877725582,0.6939382765806015,0.7755522545402271,0.540063400427824,0.5304586234663002,0.5490719825003985,0.6336508106611655,0.5932211892181125,0.6799942498442666,0.3730316228963171,-0.20065346878238466,-0.12604219910193626
clip,magnitude,finetune,123,0.7342346193927064,0.6696840288655488,0.7307347670250897,0.6861301585966093,0.781542000095836,0.5192778536635654,0.5360533109627084,0.5463129372839344,0.6326689539473391,0.5905413039144015,0.6812688676985001,0.3648488441019561,-0.19818130842999804,-0.12337109158161441
clip,magnitude,finetune,2024,0.7338582014970079,0.6712009541240032,0.7261457894640471,0.6950844382903766,0.7601130863960899,0.5516481533981082,0.5310511848986564,0.5448894458276311,0.6281924638097632,0.5909839735737157,0.6704010733624035,0.376124326692611,-0.20280701659835143,-0.12631150829637205
clip,magnitude,finetune,7,0.7343265559742382,0.6762573716521845,0.728643030883762,0.7015533102096215,0.7579088600316258,0.5664673590886833,0.5257400197025935,0.536650782920301,0.6049493212372834,0.5918777164444607,0.6186113373903877,0.4264451947114765,-0.2085865362716447,-0.13960658873188347
clip,magnitude,finetune,2025,0.7343162878389999,0.6735203108597558,0.7315503574688853,0.6921741510095525,0.7756768412477838,0.536158861885003,0.5267216977666886,0.5432186296009277,0.6241713319284791,0.5909087017201373,0.6614020796396569,0.384307105486972,-0.2075945900723113,-0.13030168125882813
clip,phase,finetune,42,0.624890523456419,0.5787894276904813,0.5740724273614477,0.68327887070528,0.4949638219368441,0.6915027963196825,0.4997556127622302,0.5255981137364177,0.6155874231762715,0.5749989600232954,0.6623412717427763,0.3417308832246591,-0.12513491069418886,-0.05319131395406351
clip,phase,finetune,123,0.6293908552791532,0.5945852363600389,0.6483946003660769,0.6450064961544663,0.6518184867506829,0.5176284116388753,0.4975627146288957,0.5460601164075253,0.664347515107674,0.5767417902654493,0.783334131966074,0.2270173449137908,-0.1318281406502575,-0.04852511995251363
clip,phase,finetune,2024,0.6123177211024767,0.5789817914007925,0.6104621893608474,0.650271921651897,0.57524557956778,0.5840055668668334,0.4997207211706381,0.5341225741562103,0.640059109033236,0.5746462120287911,0.7222770616704203,0.2811267750831164,-0.11259699993183864,-0.044859217244582195
clip,phase,finetune,7,0.6402057760359543,0.6034229748223384,0.6349415145505323,0.6724823439894546,0.6013704537831233,0.6061828303394242,0.5026145174977564,0.539876997147521,0.6418879611251797,0.5796833834243729,0.719047390866836,0.2989613669750779,-0.13759125853819787,-0.0635459776748174
clip,phase,finetune,2025,0.6257979880158012,0.5837579075225203,0.5915322798123078,0.6764694997841239,0.5255450668455603,0.6620319063941651,0.4971178239737669,0.5334630414351432,0.6365399684003649,0.5753084317580224,0.7123580430303321,0.2929177083064869,-0.1286801640420343,-0.0502948660873771
clip,complex,finetune,42,0.5908209566963066,0.5734911814979088,0.7289354002640716,0.5734936050697753,0.9999712492213332,3.865879745367388e-05,0.5616519126507808,0.5734966776039176,0.7289417337026571,0.5734951413621774,0.9999904164071112,2.5772531635782584e-05,-0.029169044045525783,5.496106008862078e-06
clip,complex,finetune,123,0.5,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.5,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.0,0.0
clip,complex,finetune,2024,0.5,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.5,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.0,0.0
clip,complex,finetune,7,0.5308774968810315,0.5734966776039176,0.7289284778621954,0.5735007970098389,0.9999233312568884,0.000115976392361,0.5198250314695282,0.5734856853918998,0.7289309604065879,0.573491260855227,0.999961665628444,3.865879745367388e-05,-0.011052465411503287,-1.0992212017835179e-05
clip,complex,finetune,2025,0.5137490128304688,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.5171351498480677,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.0033861370175989336,0.0
clip,concat,finetune,42,0.8905050429955765,0.8123849252804388,0.8246828616917466,0.8884745200022133,0.7694379222770616,0.8701322130872916,0.7280558677796337,0.6763782859843801,0.7145751735370536,0.7229649537522927,0.7063778810676122,0.6360403082394783,-0.16244917521594282,-0.13600663929605872
clip,concat,finetune,123,0.8973156447952555,0.820112450328942,0.8295205950371898,0.9085608662414568,0.7631319181561167,0.8967294657354192,0.735960787339492,0.6866340197969738,0.7303978589194352,0.7208807414805343,0.7401696295941348,0.6146491069817788,-0.1613548574557635,-0.13347843053196817
clip,concat,finetune,2024,0.8884822147345527,0.8039868752988507,0.8096742518037826,0.9135466467563436,0.7270113565575734,0.9074894976933584,0.7382572208050651,0.6823855298520998,0.712382355429692,0.7410279773861542,0.6858689922852077,0.677701605628721,-0.15022499392948763,-0.12160134544675094
clip,concat,finetune,7,0.897044919904834,0.8211237338345782,0.8323010810309469,0.9000880428846861,0.7740092960851023,0.8844746269426046,0.7156775899960806,0.6757902026414285,0.7270809332796646,0.702851622598304,0.7530403948440271,0.5719182495296513,-0.18136732990875348,-0.14533353119314962
clip,concat,finetune,2025,0.8969648681541734,0.8179250001374027,0.8267508995063174,0.9099008875228788,0.7575255163160669,0.8991391974433649,0.7118027067836921,0.6678977944126586,0.7165713696040676,0.7017492282816404,0.7320331592313959,0.5816602664879771,-0.18516216137048136,-0.15002720572474404
clip,frequency_3,finetune,42,0.7366413340139009,0.6742403007469208,0.7285641666781156,0.6976652399663206,0.7623268963534429,0.5557975309914693,0.5416101427608685,0.5414049146179931,0.6098199672667758,0.5954522624537693,0.6248981743255546,0.4291384242674158,-0.19503119125303237,-0.13283538612892765
clip,frequency_3,finetune,123,0.7363540653786403,0.6741633552627964,0.7406594079589149,0.6813221304746728,0.8113182232018784,0.4897425324089585,0.5317662607635161,0.5311381885933816,0.5918785222890932,0.5909286307925985,0.5928314725190474,0.4481843251462591,-0.20458780461512427,-0.14302516666941478
clip,frequency_3,finetune,2024,0.7220700765274258,0.6678208489285341,0.7172219544946264,0.7006892895015907,0.7345536441611961,0.5780907708564212,0.5380785640819364,0.5238283676015543,0.5436262115465655,0.6035557634949412,0.4945229766639513,0.5632329063683925,-0.1839915124454894,-0.14399248132697984
clip,frequency_3,finetune,7,0.7299878106632528,0.6673591760237871,0.7281539007442608,0.6852280796672641,0.7768172888015717,0.5201798922708177,0.5274466366357786,0.5287693669035488,0.5715642036567876,0.5971328934179753,0.5480952609133164,0.5027834334166645,-0.20254117402747418,-0.13858980912023833
clip,frequency_3,finetune,2025,0.7330207174068285,0.6730916145910623,0.7284315874059464,0.6956112278621195,0.76450237193924,0.5501791190948687,0.5251597896035193,0.5294563801546605,0.5931241623815453,0.588292968050305,0.5980353634577603,0.4372438854668694,-0.20786092780330923,-0.1436352344364018
clip,concat_frequency,finetune,42,0.7785857402982,0.7053152841212001,0.7240745791670312,0.7819099275330103,0.6742057597393263,0.7471456921213371,0.6448930210788941,0.6234617773307611,0.6834747093936537,0.6598363946154738,0.7088696152187455,0.5086209118321693,-0.13369271921930592,-0.08185350679043901
clip,concat_frequency,finetune,123,0.768301098178947,0.6953178672910243,0.7183588034465941,0.7644101333160336,0.6775408500646892,0.7192211540939667,0.651034276060448,0.6221537041006447,0.6823369590329824,0.6588116673953583,0.707604580957401,0.5072549676554728,-0.11726682211849904,-0.07316416319037955
clip,concat_frequency,finetune,2024,0.7764862573109428,0.7037598861206835,0.723493320747748,0.7784339916323534,0.675796636158896,0.7413597587691039,0.657367970123188,0.6270727189786036,0.6836734218169442,0.6656348154469035,0.7027169485840241,0.5253601711296101,-0.11911828718775475,-0.0766871671420799
clip,concat_frequency,finetune,7,0.786630661118145,0.7114269540030889,0.7341747798923637,0.7781951659296784,0.6948679860079544,0.7336924306074586,0.6437754560481211,0.6303923670079749,0.6905402855814938,0.6641909955207762,0.7190665580526139,0.5111595061982939,-0.1428552050700238,-0.08103458699511401
clip,concat_frequency,finetune,2025,0.7842734379331745,0.7125206790988584,0.7347754216232113,0.7801742239067935,0.6943696391777278,0.7369268833277492,0.6551986767834674,0.6296064238487032,0.6861400894187779,0.6673975084937712,0.7059657865733864,0.5269322955593928,-0.12907476114970706,-0.08291425525015517
dino,none,finetune,42,0.9275553366010756,0.8799925252958279,0.88753599002838,0.9593791060730908,0.8257031961282285,0.9529909022963324,0.7037465012034652,0.6648859283197854,0.6950175817689811,0.7268932181045847,0.665820115961474,0.6636298033555836,-0.22380883539761043,-0.2151065969760425
dino,none,finetune,123,0.935705358753486,0.8660928731993383,0.8736844288217667,0.951681218021844,0.8075039532320667,0.944872554831061,0.728556944566725,0.6590270793143058,0.6667024825800352,0.7586194248826291,0.5946523551679525,0.7455864539573722,-0.207148414186761,-0.20706579388503243
dino,none,finetune,2024,0.9343913798994178,0.8858019093472275,0.8963794135248354,0.9344528203795164,0.8612870765249893,0.9187649802840132,0.7171842975311564,0.6793132065931288,0.7196263478578431,0.7216445168316259,0.7176194355263789,0.6278059843818459,-0.21720708236826136,-0.2064887027540987
dino,none,finetune,7,0.9448410704523762,0.8811247231336597,0.8907212327901983,0.9419534088480443,0.8447745459772869,0.9300018040772146,0.7220221024954677,0.6774170500200608,0.7203750375180444,0.7162495026242492,0.7245483731851071,0.6140434524883379,-0.22281896795690848,-0.20370767311359894
dino,none,finetune,2025,0.9365058103128407,0.8685496325853133,0.8761412539681718,0.9530950717714132,0.810685706071206,0.9463544754001184,0.7021971412338278,0.659428295052955,0.6877626500317447,0.7251495542592415,0.6540418803009248,0.666670962088606,-0.23430866907901293,-0.2091213375323583
dino,magnitude,finetune,42,0.7624774648578367,0.6860184559239778,0.7500021880497475,0.6901319975195097,0.8212468254348555,0.5041880363908147,0.5357322324436743,0.5508252403172352,0.6549257714198855,0.5853605150538527,0.7432555465043845,0.292080101028324,-0.22674523241416245,-0.13519321560674258
dino,magnitude,finetune,123,0.7659280736497027,0.6788515336883818,0.7460118752662372,0.6826103903335375,0.8223968565815324,0.4858379938661374,0.5381973980032795,0.5449553990997378,0.6402919581179128,0.5856387840254321,0.7061957928027217,0.3281487590526017,-0.22773067564642324,-0.13389613458864402
dino,magnitude,finetune,2024,0.7579602854883188,0.6624071845097749,0.7452744901259859,0.6568830276403033,0.8611529062245435,0.3951702275714543,0.5366372751705218,0.5422018499892826,0.6453947508461227,0.5806204519341248,0.726436340984235,0.2944769464704518,-0.221323010317797,-0.12020533452049231
dino,magnitude,finetune,7,0.761236827498103,0.683913447322572,0.7486352411547456,0.6881639212535154,0.8207580621975179,0.4999097961392748,0.5413382079730279,0.5468075868247346,0.632902826564093,0.5909922343981243,0.6812113661411663,0.3660859256204737,-0.21989861952507506,-0.13710586049783735
dino,magnitude,finetune,2025,0.759289186451724,0.677713839744541,0.7411573078841545,0.687016154110542,0.8045617902151516,0.5071518775289297,0.5304532923596557,0.5452302044001824,0.6503705706873093,0.5816259437562823,0.737543725142556,0.2866420968531739,-0.2288358940920684,-0.13248363534435859
dino,phase,finetune,42,0.7126193533331332,0.6566747459424997,0.7234909013646846,0.6722410502763885,0.7831999616656284,0.4865467384861215,0.5405219598857713,0.5596190099314635,0.6648877884752115,0.5898617511520737,0.7617806315587714,0.2877889745109662,-0.17209739344736186,-0.09705573601103623
dino,phase,finetune,123,0.7056992495804221,0.6477380775720402,0.7277145491080722,0.6535820029913617,0.8208155637548517,0.4150150769310069,0.5182910362832405,0.5594980955992679,0.6872614894762719,0.5796304950208315,0.8439791077675021,0.176979974742919,-0.1874082132971816,-0.08823998197277227
dino,phase,finetune,2024,0.7054521387458689,0.6461057340873991,0.7174786759802029,0.6616734241342753,0.7835641381954095,0.4612767712172366,0.5315532483628357,0.5570688167433373,0.676147688548833,0.5821955253524148,0.8062580861565001,0.2220045875106311,-0.1738988903830332,-0.08903691734406183
dino,phase,finetune,7,0.7177813838217849,0.6519096220327898,0.7273118686977413,0.6603081782148804,0.8094494225885285,0.4400788639468055,0.5393411361273173,0.5646094741875382,0.68851788649214,0.5837672771884439,0.8390818918012363,0.1955490837865003,-0.17844024769446765,-0.08730014784525164
dino,phase,finetune,2025,0.7223233132935485,0.6571034422111933,0.7371777859222094,0.6576866412098981,0.8385260434136758,0.4131594546532305,0.5365313280089836,0.5669947841953975,0.694682994884514,0.5831549497381177,0.8589582634529686,0.1744156078451586,-0.18579198528456486,-0.09010865801579582
dino,complex,finetune,42,0.5,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.5,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.0,0.0
dino,complex,finetune,123,0.5,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.4999405842434215,0.5729305786850016,0.727993839045052,0.5734620157176341,0.9965307393741912,0.0033504291126517,-5.9415756578473644e-05,-0.0005606028129071516
dino,complex,finetune,2024,0.5001150031146677,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.5,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,-0.00011500311466772217,0.0
dino,complex,finetune,7,0.4971495744878952,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.4884405435432232,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,-0.008709030944672014,0.0
dino,complex,finetune,2025,0.5,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.5,0.5734911814979088,0.7289410811339472,0.5734911814979088,1.0,0.0,0.0,0.0
