model_family,fourier_mode,regime,split,auc_mean,auc_std,acc_mean,acc_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,loss_mean,loss_std
dino,frequency_3,finetune,val,0.8489919364099517,0.009171534656660343,0.7558393219464858,0.0085249883096693,0.8119042779969942,0.005252654922764102,0.754115142898531,0.011224079678618442,0.8794884574431934,0.01049509851419273,0.5710761496927946,0.029271794773378615,0.4905755346379301,0.05885597805539638
dino,magnitude,finetune,test,0.7613783675891371,0.0030812268949980603,0.6777808922378494,0.00925968878811398,0.7462162204961741,0.0034171048104532677,0.6809610981714815,0.013739754389799958,0.8260232881307201,0.020966486150470188,0.47845158629932216,0.04726751018885628,0.7705295094585022,0.11211852921456907
dino,magnitude,finetune,test_d,0.5364716811900319,0.00398297600349301,0.5460040561262345,0.003164047176797334,0.6447771755270647,0.008599110503286402,0.5848475858335632,0.004089420363073914,0.7189285543150128,0.025393914103880994,0.313486765805005,0.03362253871442763,1.4225570645166292,0.14069958568366928
dino,magnitude,finetune,val,0.8559593586016572,0.00961253579892765,0.7605762640554278,0.012128778085935377,0.8160163143202309,0.007105369909342914,0.7565077091053016,0.014406521350806892,0.8858929340069324,0.004869257270640169,0.57332137235321,0.03510015856794845,0.5507023481221055,0.04824619317699613
dino,none,finetune,test,0.9357997912038393,0.006168605292516147,0.8763123327122733,0.008535980461086397,0.8848924638266704,0.009683962443598622,0.9481123250187817,0.009861787783943986,0.8299908955867554,0.022884189659725506,0.9385969433777479,0.013909815197260762,0.4284482202274728,0.024464873458906074
dino,none,finetune,test_d,0.7147413974061284,0.011490124851248385,0.6680143118600472,0.00975132457813959,0.6978968199513297,0.022701986391725503,0.7297112433404661,0.016663761379544246,0.6713364320283675,0.05287628485626225,0.6635473312543491,0.05115725611841004,1.7944230268554413,0.1548798988832997
dino,none,finetune,val,0.9941767786005015,0.001063948479985305,0.9755243853613187,0.0017395471378291135,0.9794797666602196,0.0014484784458957522,0.9839687539115323,0.0023483040485248493,0.975034548379058,0.0015586720840852525,0.9762563260608317,0.0035297209713800763,0.08637087534258504,0.007678265991592372
dino,phase,finetune,test,0.7127750877549515,0.0074153376948828025,0.6519063243691845,0.0050191886301029,0.7266347562145821,0.007185011099490516,0.6610982593653608,0.006950720832061064,0.8071110259236187,0.024012396255191703,0.4432153810468802,0.03127408653957949,0.8902539379658382,0.2172270909446092
dino,phase,finetune,test_d,0.5332477417336297,0.00904709883751457,0.5615580361314009,0.004093463449084052,0.6822995695753941,0.011807339857182119,0.5837219996903763,0.003777918675572717,0.8220115961473956,0.03877810257667041,0.211347645679235,0.04677487024247565,1.4543493255757967,0.19357421022546537
dino,phase,finetune,val,0.8122128555295529,0.004306688200392184,0.7186010056798517,0.005972283236432063,0.7905283911329416,0.0033213728511301242,0.7135325362341228,0.0076319408311599675,0.8863029836206702,0.009432178695241789,0.468011712733366,0.02397215055098453,0.722501671172418,0.20615129270389454
