model_family,fourier_mode,regime,split,auc_mean,auc_std,acc_mean,acc_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,loss_mean,loss_std
resnet,phase,scratch,celeb_df_frame,0.43665992264571246,0.008371688595268748,0.3812097812097812,0.00767790926037304,0.44340760932071405,0.00234570894193453,0.32090944601455135,0.0008091359102919789,0.7173533083645444,0.01548920467546335,0.20522875816993458,0.019765380214661094,3.01080214720769,1.5951698952239761
vit,complex,finetune,celeb_df_frame,0.4998219211280017,0.012762003950450025,0.3436293436293436,0.0,0.5114942528735632,0.0,0.3436293436293436,0.0,1.0,0.0,0.0,0.0,0.6950226835295802,0.011210400849163112
vit,concat,finetune,celeb_df_frame,0.45186032165675255,0.01458993714079078,0.34383526383526386,0.009745413057847041,0.4767470355364251,0.004809112218784392,0.32837381272486976,0.0027164558291536555,0.8700374531835205,0.021843587986518757,0.06835294117647053,0.023857838604929963,2.2540711791788945,0.10244779031222019
vit,concat_frequency,finetune,celeb_df_frame,0.4893320261437909,0.0033298326312717567,0.3389189189189189,0.001399817290211455,0.5001425801969752,0.0017014180661953713,0.33785412802556136,0.0008829092162064419,0.9624719101123596,0.00595376048844475,0.01247058823529408,0.0035364852864770363,2.0010106823972014,0.24936592079350528
vit,frequency_3,finetune,celeb_df_frame,0.4586577954028053,0.01498673731217527,0.3735135135135135,0.013396379024526077,0.5011225363546679,0.002596951743415268,0.34501238008972795,0.0033260033847990833,0.9156554307116105,0.018356645456317135,0.08968627450980386,0.029213251642207835,1.685372967633312,0.39548980612929513
vit,magnitude,finetune,celeb_df_frame,0.4694236395681868,0.01791263763064927,0.36970398970398965,0.014776041542293677,0.4923849807186126,0.004418839698645461,0.3404769325454974,0.002432704297086445,0.8898876404494382,0.03312648864193131,0.09737254901960778,0.03910440092205107,1.5518800970960835,0.277277068202996
vit,none,finetune,celeb_df_frame,0.34962206555531067,0.03509129521915339,0.3512441012441012,0.026725587062444347,0.38192808022457564,0.04711714260252744,0.2835077674409325,0.021603709672290094,0.5929463171036206,0.12802622696163884,0.22470588235294112,0.10086568775629963,1.8355867378973487,0.2435736800741786
vit,phase,finetune,celeb_df_frame,0.47341692002643754,0.01294497029813501,0.3454054054054054,0.003993231304942971,0.5111001749469923,0.00041483599640113777,0.34378574333885586,0.0005922213134451389,0.9957303370786518,0.007493445166395902,0.004941176470588201,0.009988844219565753,1.0176090148140173,0.1857698905666242
xception,complex,finetune,celeb_df_frame,0.46310259234780055,0.010710090868359251,0.3437837837837837,0.00021147589092865537,0.5115530622167381,8.053658208605807e-05,0.3436824342983309,7.270779150236413e-05,1.0,0.0,0.00023529411764702,0.0003221897397088833,1.9902468843538255,1.4777992639481756
xception,concat,finetune,celeb_df_frame,0.445882037159433,0.011160470052266296,0.3475160875160875,0.005022933711258848,0.4720637719175408,0.007168681638617934,0.32691947779931846,0.004101595100339425,0.849063670411985,0.01931110258651203,0.0849411764705882,0.007077046195465233,4.7203724444309465,0.833137556192904
xception,concat_frequency,finetune,celeb_df_frame,0.4772377395902181,0.01211511974953289,0.3562676962676962,0.006048495289867907,0.48814693282328303,0.0034718220117332796,0.33584173637216963,0.002109703889316263,0.8933333333333333,0.01341639740958091,0.07509803921568627,0.013749978155237626,1.7446259794787307,0.3085076894985774
xception,frequency_3,finetune,celeb_df_frame,0.46363649115076744,0.007207449031479773,0.40422136422136423,0.011451925192125996,0.4602048981118415,0.00798245554676238,0.3341962377069301,0.0024859626169709374,0.739625468164794,0.035733359901655874,0.22862745098039214,0.03514319583879553,2.2512359908736146,0.7771356087017303
xception,magnitude,finetune,celeb_df_frame,0.48556796651244766,0.013387237839465499,0.4146203346203346,0.01780686162537706,0.4663313580146847,0.006939748295373928,0.33970675110880894,0.0043274787669826354,0.7447191011235954,0.036076379267404375,0.2418039215686274,0.044447438384356656,1.9485809672929224,0.4094309461001829
xception,none,finetune,celeb_df_frame,0.3939495630461923,0.011895531601092758,0.34416988416988414,0.006801896165006952,0.4594433155991283,0.008053587374700943,0.32048679392819446,0.004754257318123752,0.8112359550561798,0.02114198206352688,0.09964705882352935,0.011106938855253193,2.6837891279673967,0.20039515500596186
xception,phase,finetune,celeb_df_frame,0.4617567893074832,0.009281784111483607,0.3519691119691119,0.005185193861413877,0.4941321686475894,0.007912695792627166,0.33763525110315945,0.0026691149901236547,0.9215730337078651,0.03580022844229689,0.05376470588235288,0.026139689220736912,1.1727164153192864,0.2183352368233798
